YEAR,temp_above_90,humidity_above_90,humidity_below_10,U_Wet-Hot,U_Dry-Hot,Name,,YEAR2,temp_above_90,humidity_above_90,humidity_below_10,R_Wet-Hot,R_Dry-Hot,Name2
1995,5,12,19,0,0,h7,,1995,5,15,19,0,0,h7
1996,2,18,11,0,0,h7,,1996,2,18,10,0,0,h7
1997,23,16,13,5,0,h7,,1997,23,15,14,5,0,h7
1998,15,18,5,3,0,h7,,1998,14,20,5,4,0,h7
1999,43,18,16,3,5,h7,,1999,39,17,14,4,4,h7
2000,22,17,24,3,1,h7,,2000,21,17,24,4,1,h7
2001,22,5,15,0,5,h7,,2001,21,6,17,0,4,h7
2002,18,28,6,3,1,h7,,2002,20,27,6,5,1,h7
2003,8,19,8,2,0,h7,,2003,7,20,7,2,0,h7
2004,8,11,4,1,0,h7,,2004,8,10,5,1,0,h7
2005,27,18,22,1,4,h7,,2005,30,18,23,2,5,h7
2006,19,17,18,4,2,h7,,2006,20,17,21,4,2,h7
2007,34,6,25,0,6,h7,,2007,33,6,24,0,3,h7
2008,21,10,20,0,0,h7,,2008,22,8,20,1,0,h7
2009,23,9,40,2,9,h7,,2009,23,8,37,2,9,h7
2010,33,14,20,1,5,h7,,2010,36,16,20,4,6,h7
2011,15,6,38,0,0,h7,,2011,17,6,38,0,1,h7
2012,17,19,15,2,1,h7,,2012,16,18,16,2,1,h7
2013,12,32,18,4,0,h7,,2013,13,30,16,5,1,h7
2014,10,18,16,1,0,h7,,2014,13,17,17,2,0,h7
2015,22,7,30,1,6,h7,,2015,24,7,27,1,5,h7
2016,24,22,18,7,0,h7,,2016,22,24,13,6,0,h7
2017,35,15,17,1,2,h7,,2017,33,11,13,1,0,h7
2018,26,45,11,13,0,h7,,2018,23,46,12,12,0,h7
2019,23,13,16,0,0,h7,,2019,22,11,16,0,0,h7
2020,17,15,11,0,1,h7,,2020,19,13,11,1,1,h7
2021,24,20,22,7,1,h7,,2021,24,20,23,8,1,h7
2022,38,14,30,5,5,h7,,2022,34,14,28,5,1,h7
1981,10,16,23,7,0,h8,,1981,9,15,22,7,0,h8
1982,8,13,18,7,0,h8,,1982,8,14,18,7,0,h8
1983,13,16,13,9,0,h8,,1983,13,15,13,7,0,h8
1984,8,14,11,4,0,h8,,1984,8,13,11,4,0,h8
1985,6,14,3,6,0,h8,,1985,7,15,3,6,0,h8
1986,9,10,19,4,0,h8,,1986,9,11,21,3,0,h8
1987,10,13,24,10,0,h8,,1987,10,12,24,9,0,h8
1988,20,21,15,16,0,h8,,1988,20,21,16,16,0,h8
1989,3,7,17,2,0,h8,,1989,3,7,16,2,0,h8
1990,16,31,5,10,0,h8,,1990,15,33,5,10,0,h8
1991,4,13,12,3,0,h8,,1991,5,12,12,3,0,h8
1992,12,9,22,2,0,h8,,1992,12,10,24,3,0,h8
1993,4,9,15,3,0,h8,,1993,4,9,16,3,0,h8
1994,30,20,9,16,0,h8,,1994,32,21,9,17,0,h8
1995,18,16,14,9,0,h8,,1995,17,15,13,9,0,h8
1996,6,11,10,5,0,h8,,1996,6,11,10,5,0,h8
1997,15,10,33,5,0,h8,,1997,15,11,29,5,0,h8
1998,14,22,8,10,0,h8,,1998,15,25,6,10,0,h8
1999,12,11,21,9,0,h8,,1999,12,11,18,9,0,h8
2000,11,11,8,1,0,h8,,2000,11,7,8,1,0,h8
2001,23,12,13,6,0,h8,,2001,24,13,13,8,0,h8
2002,14,12,15,8,0,h8,,2002,14,12,16,8,0,h8
2003,14,19,16,12,0,h8,,2003,14,19,17,13,0,h8
2004,17,8,19,3,0,h8,,2004,18,6,20,2,0,h8
2005,29,18,15,10,2,h8,,2005,28,18,15,10,2,h8
2006,23,13,16,8,2,h8,,2006,23,17,16,10,2,h8
2007,21,19,7,10,0,h8,,2007,23,20,6,10,0,h8
2008,11,17,7,8,0,h8,,2008,12,17,7,8,0,h8
2009,19,8,20,5,0,h8,,2009,19,8,21,5,0,h8
2010,26,21,4,13,0,h8,,2010,24,22,4,14,0,h8
2011,18,20,21,11,0,h8,,2011,18,22,24,11,0,h8
2012,12,8,13,3,0,h8,,2012,13,8,13,3,0,h8
2013,34,17,13,10,0,h8,,2013,36,18,13,13,0,h8
2014,12,12,12,5,0,h8,,2014,12,12,13,5,0,h8
2015,7,6,13,1,1,h8,,2015,8,4,14,2,1,h8
2016,25,27,11,20,0,h8,,2016,26,27,11,20,0,h8
2017,26,20,10,13,2,h8,,2017,28,20,12,12,2,h8
2018,19,24,7,12,0,h8,,2018,20,26,7,13,0,h8
2019,16,11,13,6,0,h8,,2019,16,11,12,6,0,h8
2020,22,20,10,11,0,h8,,2020,23,20,11,10,0,h8
2021,19,20,3,11,0,h8,,2021,18,20,3,10,0,h8
2022,37,22,18,13,0,h8,,2022,36,23,18,13,0,h8
1981,10,11,27,5,0,h9,,1981,10,12,24,5,0,h9
1982,12,8,23,6,0,h9,,1982,11,7,20,6,0,h9
1983,11,10,11,3,0,h9,,1983,10,11,13,3,0,h9
1984,11,17,12,9,0,h9,,1984,11,15,12,8,0,h9
1985,6,17,2,6,0,h9,,1985,6,18,2,6,0,h9
1986,14,9,14,4,0,h9,,1986,14,9,14,3,0,h9
1987,9,15,25,8,0,h9,,1987,9,13,23,8,0,h9
1988,21,18,12,13,0,h9,,1988,21,18,11,13,0,h9
1989,5,12,18,4,0,h9,,1989,5,12,17,4,0,h9
1990,23,27,6,10,0,h9,,1990,22,25,6,10,0,h9
1991,6,18,13,2,0,h9,,1991,7,18,13,3,0,h9
1992,10,7,21,2,0,h9,,1992,11,6,20,2,0,h9
1993,5,11,22,5,0,h9,,1993,4,10,22,4,0,h9
1994,27,19,7,13,0,h9,,1994,29,20,8,13,0,h9
1995,14,18,14,8,0,h9,,1995,14,17,14,8,0,h9
1996,5,15,9,4,0,h9,,1996,6,17,9,6,0,h9
1997,10,16,31,7,1,h9,,1997,12,17,31,7,1,h9
1998,12,24,6,9,0,h9,,1998,12,23,5,9,0,h9
1999,17,14,17,11,0,h9,,1999,14,14,17,11,0,h9
2000,15,9,11,1,0,h9,,2000,15,10,10,3,0,h9
2001,26,4,19,1,0,h9,,2001,27,4,19,1,0,h9
2002,15,16,17,9,0,h9,,2002,16,17,20,9,0,h9
2003,21,23,11,16,0,h9,,2003,21,22,11,16,0,h9
2004,11,6,9,2,0,h9,,2004,11,5,10,1,0,h9
2005,30,18,17,9,1,h9,,2005,32,17,16,9,1,h9
2006,20,14,19,6,0,h9,,2006,22,15,19,6,0,h9
2007,15,19,6,9,0,h9,,2007,14,18,6,7,0,h9
2008,13,19,16,6,0,h9,,2008,11,19,17,5,0,h9
2009,19,15,13,4,0,h9,,2009,19,14,13,4,0,h9
2010,21,19,1,11,0,h9,,2010,22,19,2,11,0,h9
2011,17,19,24,9,0,h9,,2011,17,17,25,9,0,h9
2012,17,8,13,3,1,h9,,2012,20,7,13,3,1,h9
2013,36,15,13,9,0,h9,,2013,36,15,13,9,0,h9
2014,9,12,11,4,0,h9,,2014,9,12,12,4,0,h9
2015,3,5,14,1,0,h9,,2015,2,5,14,1,0,h9
2016,19,21,15,12,0,h9,,2016,18,22,13,11,0,h9
2017,24,15,6,9,0,h9,,2017,23,15,7,9,0,h9
2018,18,22,1,14,0,h9,,2018,18,23,2,16,0,h9
2019,24,11,21,4,1,h9,,2019,25,11,23,5,1,h9
2020,21,18,12,7,0,h9,,2020,22,19,13,8,0,h9
2021,19,21,5,8,0,h9,,2021,19,19,5,8,0,h9
2022,42,19,16,12,0,h9,,2022,42,18,16,11,0,h9
1981,12,21,12,6,0,j1,,1981,13,22,12,7,0,j1
1982,28,16,32,6,4,j1,,1982,28,13,30,5,4,j1
1983,11,19,11,5,0,j1,,1983,11,22,13,6,0,j1
1984,11,13,11,2,0,j1,,1984,12,13,11,3,0,j1
1985,5,9,10,2,0,j1,,1985,5,11,10,2,0,j1
1986,7,7,10,0,0,j1,,1986,8,8,11,0,0,j1
1987,5,3,15,1,0,j1,,1987,5,2,15,1,0,j1
1988,16,20,6,8,0,j1,,1988,17,22,5,8,0,j1
1989,14,6,20,2,0,j1,,1989,14,6,18,2,0,j1
1990,4,16,4,3,0,j1,,1990,4,17,3,3,0,j1
1991,10,10,11,4,0,j1,,1991,9,11,11,4,0,j1
1992,13,11,25,1,1,j1,,1992,13,11,25,1,1,j1
1993,5,5,12,0,1,j1,,1993,5,5,13,0,1,j1
1994,22,33,8,12,0,j1,,1994,22,35,8,13,0,j1
1995,8,6,12,2,0,j1,,1995,8,5,13,3,0,j1
1996,12,5,18,3,0,j1,,1996,12,5,19,2,0,j1
1997,31,15,20,5,2,j1,,1997,33,15,19,6,1,j1
1998,10,22,6,8,0,j1,,1998,10,21,6,8,0,j1
1999,21,20,21,7,0,j1,,1999,21,17,23,6,0,j1
2000,32,25,5,7,1,j1,,2000,33,26,7,7,1,j1
2001,26,14,16,9,0,j1,,2001,25,12,16,7,0,j1
2002,17,11,14,4,0,j1,,2002,15,11,17,3,0,j1
2003,11,6,15,0,0,j1,,2003,11,6,15,0,0,j1
2004,19,13,31,2,1,j1,,2004,17,13,30,2,1,j1
2005,7,21,13,3,0,j1,,2005,7,18,11,3,0,j1
2006,12,10,15,2,0,j1,,2006,12,9,15,2,0,j1
2007,22,7,19,1,3,j1,,2007,23,5,21,0,4,j1
2008,15,16,9,5,0,j1,,2008,15,16,8,5,0,j1
2009,17,2,26,1,0,j1,,2009,17,2,24,1,0,j1
2010,20,22,13,4,0,j1,,2010,20,20,14,5,0,j1
2011,16,9,17,2,0,j1,,2011,15,10,17,1,0,j1
2012,21,18,13,8,0,j1,,2012,21,18,13,8,0,j1
2013,14,17,5,5,0,j1,,2013,13,15,6,4,0,j1
2014,14,18,14,5,0,j1,,2014,14,17,14,5,0,j1
2015,18,5,16,0,0,j1,,2015,17,6,14,1,0,j1
2016,17,21,6,8,0,j1,,2016,16,21,7,8,0,j1
2017,21,24,19,10,0,j1,,2017,20,25,19,9,0,j1
2018,21,19,9,8,0,j1,,2018,21,20,9,9,0,j1
2019,27,21,14,9,0,j1,,2019,28,24,13,10,0,j1
2020,13,14,7,4,0,j1,,2020,12,14,7,4,0,j1
2021,25,28,3,11,0,j1,,2021,25,32,3,12,0,j1
2022,17,28,13,8,0,j1,,2022,18,31,12,9,0,j1
1981,10,11,24,3,0,j2,,1981,9,9,25,3,0,j2
1982,13,7,23,4,0,j2,,1982,12,7,20,4,0,j2
1983,18,13,22,6,0,j2,,1983,16,16,20,7,0,j2
1984,9,13,17,6,0,j2,,1984,8,17,15,7,0,j2
1985,6,16,3,4,0,j2,,1985,7,16,3,5,0,j2
1986,12,7,14,3,1,j2,,1986,14,6,13,3,0,j2
1987,14,18,12,11,0,j2,,1987,14,19,12,12,0,j2
1988,14,14,12,5,1,j2,,1988,14,13,13,6,1,j2
1989,8,12,24,1,2,j2,,1989,8,11,24,1,1,j2
1990,11,27,3,8,0,j2,,1990,11,27,3,8,0,j2
1991,7,14,8,2,0,j2,,1991,8,12,8,2,0,j2
1992,14,6,24,1,4,j2,,1992,11,5,22,1,4,j2
1993,3,12,9,0,0,j2,,1993,4,12,9,1,0,j2
1994,26,36,15,16,0,j2,,1994,26,34,16,16,0,j2
1995,4,15,18,3,0,j2,,1995,4,13,17,2,0,j2
1996,3,14,10,2,0,j2,,1996,3,15,11,2,0,j2
1997,26,11,27,6,1,j2,,1997,26,11,29,6,1,j2
1998,20,21,2,12,0,j2,,1998,21,20,1,13,0,j2
1999,16,13,15,4,0,j2,,1999,18,13,16,5,0,j2
2000,24,12,15,3,2,j2,,2000,27,13,16,6,2,j2
2001,15,12,12,5,0,j2,,2001,16,12,10,5,0,j2
2002,40,7,23,4,3,j2,,2002,39,9,22,5,3,j2
2003,10,11,13,5,0,j2,,2003,9,12,12,5,0,j2
2004,5,14,11,3,0,j2,,2004,4,10,10,2,0,j2
2005,21,13,16,7,0,j2,,2005,20,15,15,7,0,j2
2006,11,17,13,7,0,j2,,2006,14,15,16,9,0,j2
2007,20,14,8,8,0,j2,,2007,19,14,8,8,0,j2
2008,13,19,9,10,0,j2,,2008,12,18,10,10,0,j2
2009,21,9,23,3,3,j2,,2009,19,9,22,2,4,j2
2010,17,23,10,7,0,j2,,2010,21,24,10,10,0,j2
2011,14,6,17,3,1,j2,,2011,11,8,19,4,0,j2
2012,19,15,17,5,0,j2,,2012,20,15,17,5,0,j2
2013,31,34,11,17,0,j2,,2013,30,37,11,17,0,j2
2014,17,4,18,0,2,j2,,2014,16,5,18,1,2,j2
2015,11,3,17,1,1,j2,,2015,12,3,20,2,1,j2
2016,21,22,17,9,0,j2,,2016,23,21,16,10,0,j2
2017,37,19,9,9,0,j2,,2017,39,19,8,11,0,j2
2018,34,19,9,10,1,j2,,2018,36,19,10,11,1,j2
2019,37,11,24,5,4,j2,,2019,38,8,24,5,4,j2
2020,19,13,12,7,1,j2,,2020,18,14,12,6,0,j2
2021,12,25,6,9,0,j2,,2021,13,24,6,10,0,j2
2022,28,23,15,14,0,j2,,2022,30,22,13,15,0,j2
1981,5,10,23,3,0,j3,,1981,6,10,23,5,0,j3
1982,5,6,18,1,0,j3,,1982,5,7,17,2,0,j3
1983,25,13,9,6,0,j3,,1983,24,17,9,7,0,j3
1984,2,1,21,0,0,j3,,1984,2,1,21,0,0,j3
1985,2,11,22,1,0,j3,,1985,2,11,22,1,0,j3
1986,13,14,17,4,0,j3,,1986,11,18,16,6,0,j3
1987,16,17,14,6,0,j3,,1987,15,20,12,7,0,j3
1988,16,27,9,9,0,j3,,1988,17,26,13,8,0,j3
1989,13,11,16,2,1,j3,,1989,12,9,16,2,1,j3
1990,15,12,20,0,5,j3,,1990,18,12,20,0,6,j3
1991,22,7,14,2,0,j3,,1991,23,6,14,2,0,j3
1992,14,7,25,0,1,j3,,1992,13,11,25,1,1,j3
1993,9,23,8,5,0,j3,,1993,9,22,8,6,0,j3
1994,11,13,10,3,0,j3,,1994,11,12,12,2,0,j3
1995,13,17,15,5,0,j3,,1995,12,14,14,5,0,j3
1996,3,9,6,0,0,j3,,1996,4,6,10,1,0,j3
1997,8,10,18,1,1,j3,,1997,10,11,19,2,1,j3
1998,40,26,12,6,0,j3,,1998,42,26,11,9,0,j3
1999,7,17,20,4,0,j3,,1999,10,17,18,5,0,j3
2000,17,13,24,3,0,j3,,2000,15,14,24,3,0,j3
2001,15,12,12,6,0,j3,,2001,15,11,13,5,0,j3
2002,4,11,9,2,0,j3,,2002,7,11,8,1,0,j3
2003,11,15,12,5,0,j3,,2003,10,16,10,4,0,j3
2004,19,14,24,5,0,j3,,2004,18,17,27,6,0,j3
2005,22,18,10,10,0,j3,,2005,22,16,10,9,0,j3
2006,21,21,17,10,0,j3,,2006,22,23,18,11,0,j3
2007,32,17,14,10,0,j3,,2007,32,17,13,10,0,j3
2008,18,12,12,3,0,j3,,2008,19,12,11,5,0,j3
2009,28,27,10,11,0,j3,,2009,28,29,10,13,0,j3
2010,22,26,11,4,1,j3,,2010,20,27,10,5,1,j3
2011,23,15,21,3,3,j3,,2011,24,11,22,3,3,j3
2012,15,16,14,7,0,j3,,2012,16,18,15,7,0,j3
2013,22,20,17,10,0,j3,,2013,18,23,15,9,0,j3
2014,45,51,2,23,0,j3,,2014,43,54,2,28,0,j3
2015,42,37,14,21,1,j3,,2015,42,40,14,24,1,j3
2016,34,40,7,20,0,j3,,2016,32,41,6,22,0,j3
2017,38,48,5,25,0,j3,,2017,35,46,5,26,0,j3
2018,27,25,7,7,0,j3,,2018,29,20,7,7,0,j3
2019,36,51,12,29,0,j3,,2019,36,57,11,30,0,j3
2020,52,23,2,8,1,j3,,2020,50,23,4,8,3,j3
2021,47,54,4,28,0,j3,,2021,49,60,4,32,0,j3
2022,25,29,16,10,0,j3,,2022,25,28,17,12,0,j3
1981,16,13,20,8,1,j4,,1981,18,12,21,7,1,j4
1982,20,5,26,1,3,j4,,1982,18,6,24,1,2,j4
1983,18,20,16,6,2,j4,,1983,16,20,16,7,1,j4
1984,9,14,6,4,0,j4,,1984,7,14,6,1,0,j4
1985,0,8,5,0,0,j4,,1985,0,9,5,0,0,j4
1986,7,5,14,1,0,j4,,1986,8,3,14,1,0,j4
1987,3,11,6,3,0,j4,,1987,3,15,6,3,0,j4
1988,5,16,5,4,0,j4,,1988,6,17,5,4,0,j4
1989,18,6,27,1,1,j4,,1989,19,7,27,1,1,j4
1990,5,20,3,2,0,j4,,1990,3,19,2,2,0,j4
1991,8,17,12,2,1,j4,,1991,6,18,11,2,0,j4
1992,16,6,26,0,0,j4,,1992,17,7,26,1,0,j4
1993,8,6,11,1,0,j4,,1993,9,7,10,1,0,j4
1994,23,47,6,15,0,j4,,1994,21,45,6,14,0,j4
1995,1,6,15,0,0,j4,,1995,1,9,15,0,0,j4
1996,9,12,16,3,0,j4,,1996,7,11,17,3,0,j4
1997,41,21,18,12,4,j4,,1997,40,21,17,11,4,j4
1998,12,26,5,9,0,j4,,1998,11,27,5,8,0,j4
1999,26,10,19,4,0,j4,,1999,25,10,19,4,0,j4
2000,38,25,10,8,2,j4,,2000,40,22,10,8,2,j4
2001,15,15,10,0,0,j4,,2001,18,15,12,0,0,j4
2002,19,13,26,7,4,j4,,2002,21,11,27,6,3,j4
2003,5,6,13,1,1,j4,,2003,5,6,13,1,1,j4
2004,17,11,27,3,2,j4,,2004,15,10,26,3,1,j4
2005,20,22,9,8,1,j4,,2005,20,20,10,8,1,j4
2006,11,14,13,4,0,j4,,2006,10,11,15,4,0,j4
2007,24,8,17,0,1,j4,,2007,23,8,18,1,1,j4
2008,4,11,6,2,0,j4,,2008,5,12,7,3,0,j4
2009,26,8,28,1,6,j4,,2009,26,8,27,1,5,j4
2010,6,8,18,3,1,j4,,2010,6,12,18,2,1,j4
2011,6,10,15,1,1,j4,,2011,6,10,15,0,1,j4
2012,9,10,8,4,0,j4,,2012,11,8,8,3,0,j4
2013,26,21,13,9,1,j4,,2013,27,19,11,8,1,j4
2014,19,10,22,5,1,j4,,2014,19,10,23,4,1,j4
2015,37,5,26,0,5,j4,,2015,36,5,27,0,5,j4
2016,26,17,15,7,1,j4,,2016,27,18,15,8,1,j4
2017,33,30,32,15,3,j4,,2017,33,29,33,14,3,j4
2018,37,20,9,7,3,j4,,2018,33,20,9,4,2,j4
2019,23,15,16,5,3,j4,,2019,20,15,18,3,3,j4
2020,35,11,16,3,3,j4,,2020,34,11,16,4,3,j4
2021,2,18,4,0,0,j4,,2021,3,18,4,1,0,j4
2022,19,28,15,6,0,j4,,2022,16,28,15,5,0,j4
1981,13,5,28,2,0,j5_1,,1981,13,6,28,3,0,j5_1
1982,10,9,17,3,0,j5_1,,1982,10,11,17,3,0,j5_1
1983,13,19,18,8,0,j5_1,,1983,13,19,19,7,0,j5_1
1984,8,10,11,4,0,j5_1,,1984,8,10,11,4,0,j5_1
1985,5,12,1,4,0,j5_1,,1985,5,12,1,5,0,j5_1
1986,13,8,16,3,0,j5_1,,1986,14,8,13,4,0,j5_1
1987,11,15,15,7,0,j5_1,,1987,12,15,15,8,0,j5_1
1988,19,14,14,9,0,j5_1,,1988,20,14,13,9,1,j5_1
1989,6,11,18,5,0,j5_1,,1989,5,11,20,4,0,j5_1
1990,17,24,4,11,0,j5_1,,1990,15,24,4,9,0,j5_1
1991,5,14,9,2,0,j5_1,,1991,4,11,8,1,0,j5_1
1992,13,7,27,0,3,j5_1,,1992,13,7,26,0,3,j5_1
1993,4,13,12,1,0,j5_1,,1993,4,13,12,1,0,j5_1
1994,29,33,11,20,0,j5_1,,1994,28,29,12,17,0,j5_1
1995,9,16,11,6,0,j5_1,,1995,10,18,12,8,0,j5_1
1996,6,18,15,3,0,j5_1,,1996,6,17,14,3,0,j5_1
1997,22,16,26,10,1,j5_1,,1997,22,15,28,10,2,j5_1
1998,15,18,3,8,0,j5_1,,1998,15,18,2,8,0,j5_1
1999,19,15,13,8,0,j5_1,,1999,20,15,13,9,0,j5_1
2000,15,7,12,0,2,j5_1,,2000,15,8,12,0,2,j5_1
2001,16,14,11,6,0,j5_1,,2001,14,13,11,6,0,j5_1
2002,35,11,23,8,1,j5_1,,2002,37,10,24,8,1,j5_1
2003,14,17,13,9,0,j5_1,,2003,13,16,14,9,0,j5_1
2004,10,7,17,4,0,j5_1,,2004,9,7,18,3,0,j5_1
2005,19,19,13,9,0,j5_1,,2005,18,20,14,9,0,j5_1
2006,12,16,16,6,1,j5_1,,2006,11,16,16,6,1,j5_1
2007,21,16,15,7,1,j5_1,,2007,20,17,13,7,1,j5_1
2008,8,18,13,7,0,j5_1,,2008,7,18,11,6,0,j5_1
2009,16,10,18,4,3,j5_1,,2009,18,9,18,4,3,j5_1
2010,27,21,18,17,0,j5_1,,2010,27,23,17,17,0,j5_1
2011,11,10,19,6,0,j5_1,,2011,12,9,20,6,0,j5_1
2012,14,14,14,6,0,j5_1,,2012,14,14,15,5,0,j5_1
2013,27,35,12,16,0,j5_1,,2013,27,39,14,15,0,j5_1
2014,12,6,12,2,2,j5_1,,2014,12,6,12,2,2,j5_1
2015,18,3,16,2,2,j5_1,,2015,18,2,16,1,2,j5_1
2016,27,22,15,13,0,j5_1,,2016,27,22,16,13,0,j5_1
2017,42,21,11,17,0,j5_1,,2017,44,20,10,17,0,j5_1
2018,35,22,7,12,0,j5_1,,2018,36,22,8,12,0,j5_1
2019,41,8,22,5,2,j5_1,,2019,44,8,22,6,3,j5_1
2020,30,17,12,10,1,j5_1,,2020,26,17,12,8,1,j5_1
2021,16,24,7,13,0,j5_1,,2021,17,26,7,13,0,j5_1
2022,42,26,15,19,1,j5_1,,2022,41,27,14,18,0,j5_1
1981,14,6,28,2,0,j5_2,,1981,13,8,27,3,0,j5_2
1982,10,11,19,3,0,j5_2,,1982,10,12,19,4,0,j5_2
1983,12,19,17,6,0,j5_2,,1983,12,19,17,6,0,j5_2
1984,8,10,12,4,0,j5_2,,1984,7,10,11,4,0,j5_2
1985,5,12,1,5,0,j5_2,,1985,5,11,1,5,0,j5_2
1986,16,9,15,6,0,j5_2,,1986,15,9,14,6,0,j5_2
1987,14,15,16,8,0,j5_2,,1987,14,15,16,8,0,j5_2
1988,22,13,15,9,1,j5_2,,1988,22,14,14,10,1,j5_2
1989,5,13,17,5,0,j5_2,,1989,5,12,18,4,0,j5_2
1990,14,25,4,8,0,j5_2,,1990,16,25,3,10,0,j5_2
1991,5,13,9,2,0,j5_2,,1991,5,13,10,2,0,j5_2
1992,14,6,22,3,2,j5_2,,1992,14,6,23,3,2,j5_2
1993,4,11,12,1,0,j5_2,,1993,3,11,12,1,0,j5_2
1994,26,32,8,17,0,j5_2,,1994,28,30,9,18,0,j5_2
1995,10,17,12,8,0,j5_2,,1995,10,18,12,8,0,j5_2
1996,7,17,13,4,0,j5_2,,1996,6,17,13,3,0,j5_2
1997,22,14,28,9,2,j5_2,,1997,22,13,30,8,2,j5_2
1998,14,20,2,8,0,j5_2,,1998,15,21,2,8,0,j5_2
1999,20,13,14,8,0,j5_2,,1999,20,13,15,8,0,j5_2
2000,16,8,12,1,2,j5_2,,2000,13,9,12,0,2,j5_2
2001,17,12,12,5,0,j5_2,,2001,17,11,12,5,0,j5_2
2002,36,9,21,6,0,j5_2,,2002,36,9,21,5,0,j5_2
2003,12,16,12,8,0,j5_2,,2003,12,15,13,8,0,j5_2
2004,10,7,19,3,0,j5_2,,2004,11,7,19,3,0,j5_2
2005,18,20,14,9,0,j5_2,,2005,20,20,15,9,0,j5_2
2006,14,17,19,7,2,j5_2,,2006,13,18,18,7,2,j5_2
2007,18,18,13,7,1,j5_2,,2007,18,17,13,7,1,j5_2
2008,8,21,10,7,0,j5_2,,2008,6,20,10,5,0,j5_2
2009,16,8,17,3,2,j5_2,,2009,17,9,16,3,3,j5_2
2010,27,22,16,17,0,j5_2,,2010,27,21,16,17,0,j5_2
2011,11,9,21,5,0,j5_2,,2011,11,8,20,5,0,j5_2
2012,16,14,15,6,0,j5_2,,2012,16,15,15,7,0,j5_2
2013,30,34,14,15,0,j5_2,,2013,31,35,14,16,0,j5_2
2014,11,8,13,3,2,j5_2,,2014,12,7,12,2,2,j5_2
2015,18,2,16,1,2,j5_2,,2015,17,2,16,1,2,j5_2
2016,28,22,18,12,0,j5_2,,2016,28,23,17,13,0,j5_2
2017,46,20,8,17,0,j5_2,,2017,48,19,7,16,0,j5_2
2018,36,23,7,13,0,j5_2,,2018,36,21,8,11,0,j5_2
2019,43,8,24,6,4,j5_2,,2019,41,8,24,6,1,j5_2
2020,29,14,12,7,1,j5_2,,2020,30,16,13,10,1,j5_2
2021,18,22,8,10,0,j5_2,,2021,18,22,8,10,0,j5_2
2022,40,25,15,16,0,j5_2,,2022,38,26,16,17,0,j5_2
1981,12,6,29,4,0,j5_3,,1981,13,6,28,4,0,j5_3
1982,12,8,15,4,0,j5_3,,1982,12,9,16,4,0,j5_3
1983,12,20,16,8,0,j5_3,,1983,13,19,17,7,0,j5_3
1984,8,12,13,3,0,j5_3,,1984,8,9,13,3,0,j5_3
1985,5,14,2,4,0,j5_3,,1985,6,13,1,4,0,j5_3
1986,12,8,17,2,0,j5_3,,1986,12,9,17,3,0,j5_3
1987,13,17,13,9,0,j5_3,,1987,13,16,13,8,0,j5_3
1988,19,16,10,11,0,j5_3,,1988,19,15,10,10,0,j5_3
1989,6,11,23,4,0,j5_3,,1989,5,10,22,4,0,j5_3
1990,17,23,4,11,0,j5_3,,1990,19,23,4,11,0,j5_3
1991,5,12,10,2,0,j5_3,,1991,5,12,9,2,0,j5_3
1992,12,8,29,0,3,j5_3,,1992,12,8,29,0,3,j5_3
1993,4,14,11,2,0,j5_3,,1993,4,15,12,2,0,j5_3
1994,24,28,13,16,0,j5_3,,1994,25,29,11,16,0,j5_3
1995,10,19,13,8,0,j5_3,,1995,9,17,14,7,0,j5_3
1996,6,16,16,2,0,j5_3,,1996,5,15,16,1,0,j5_3
1997,20,12,26,9,0,j5_3,,1997,22,13,26,10,0,j5_3
1998,14,21,1,8,0,j5_3,,1998,13,20,1,7,0,j5_3
1999,18,16,14,7,0,j5_3,,1999,20,14,15,8,0,j5_3
2000,15,9,13,3,2,j5_3,,2000,13,9,13,3,2,j5_3
2001,14,14,13,6,0,j5_3,,2001,14,14,12,6,0,j5_3
2002,34,10,23,8,1,j5_3,,2002,35,10,23,8,1,j5_3
2003,14,16,15,11,0,j5_3,,2003,14,16,13,10,0,j5_3
2004,13,6,16,4,0,j5_3,,2004,13,7,17,4,0,j5_3
2005,20,18,12,10,0,j5_3,,2005,20,19,12,10,0,j5_3
2006,14,15,15,7,1,j5_3,,2006,13,15,15,7,1,j5_3
2007,25,19,16,11,1,j5_3,,2007,23,17,14,8,1,j5_3
2008,10,18,10,8,0,j5_3,,2008,10,18,9,8,0,j5_3
2009,16,11,17,4,2,j5_3,,2009,16,9,17,3,2,j5_3
2010,28,26,14,16,0,j5_3,,2010,28,26,15,17,0,j5_3
2011,10,13,19,4,0,j5_3,,2011,9,12,19,4,0,j5_3
2012,18,16,14,8,0,j5_3,,2012,16,15,14,7,0,j5_3
2013,27,37,11,18,0,j5_3,,2013,27,39,10,17,0,j5_3
2014,10,7,13,2,1,j5_3,,2014,10,5,11,1,1,j5_3
2015,17,3,15,2,3,j5_3,,2015,17,3,14,2,2,j5_3
2016,30,21,16,15,0,j5_3,,2016,29,20,16,15,0,j5_3
2017,38,23,14,18,0,j5_3,,2017,38,21,14,16,0,j5_3
2018,33,23,7,11,0,j5_3,,2018,36,23,7,13,0,j5_3
2019,37,8,22,5,2,j5_3,,2019,38,8,21,5,2,j5_3
2020,27,17,10,9,0,j5_3,,2020,28,19,11,9,1,j5_3
2021,17,24,6,13,0,j5_3,,2021,17,24,6,12,0,j5_3
